invoice_code,amount,due_date
0ffd9d9d-7c7e-41b6-ab52-fc16b4777136,1728,2022-11-01
bb4874c5-603d-4ff1-8c36-a4f76664566d,2341,2022-11-21
1dc432eb-d6ab-40c3-b853-85216dbab4de,1458,2022-11-01
93753626-56b7-428e-9443-a31aec5c5201,1464,2022-11-11
bdf65364-8e7f-4873-abcb-6eaac07971a2,1754,2022-10-22
57a196b7-c19e-44d1-8068-fefe464e2024,1433,2022-11-27
1d4c2db2-1a8a-4fc8-9e38-0a95f21df1e2,1227,2022-11-02
8f6ddf98-0e5f-44c9-8367-404ee8f72fcd,1401,2022-11-24
76b60805-ff91-4bee-9671-29d23d61551c,201,2022-10-30
17acdc5f-7d0d-48d9-9897-e8227f4905f6,2094,2022-11-12
1a8751e8-af20-467e-87df-9c538a3a9da5,302,2022-11-14
541d44a1-814d-4a0a-b3b9-e3f61acfe74a,1467,2022-11-29
29139390-224f-446a-a079-9a0330510033,1696,2022-11-07
f19b2154-72b3-412a-96ef-7b40f2519484,1807,2022-10-27
0be65cc9-1716-49ee-864f-e52a78da3c6b,1996,2022-12-02
e448c9c6-9739-4253-b0e6-58b752831446,2288,2022-11-01
f657d0f9-a1ef-442c-91c5-415ed25d1ab1,1468,2022-11-01
3d9dad45-5b33-4ad9-89d6-9b8b9ae0c9c3,422,2022-11-25
272ff2ff-2d41-4714-8270-fc84aa75d12c,1095,2022-10-26
37e10185-d433-4324-bd82-4e54af034107,561,2022-11-06
9b0e081e-3bae-4aa8-bbc6-afd377fdc89d,1178,2022-11-10
c6d264d2-4275-4a93-bf0e-fff0ea87d967,810,2022-10-26
13149fc3-7854-46ab-92df-68b2e0e58de7,266,2022-11-12
de616335-b6fa-40bb-a0af-cb61b307b559,703,2022-10-27
05b925c7-fa12-490c-8a97-d6d25f37a700,517,2022-11-01
1050fcde-3c1f-441e-ae67-e9e68e4f4144,2499,2022-11-29
236bc68e-f0a5-48ea-80af-0b61c3dd0ce8,433,2022-11-09
be5acab5-a876-4186-8b68-ca34dd202622,1928,2022-11-30
cee86996-25ba-4f59-8e5e-1dbfb6abae0c,1002,2022-11-28
198bfaa8-1732-43ce-8b60-a7d55711a3fa,1999,2022-11-14
9fb5604a-5cb6-41fb-9fb9-3db386d9f20e,1992,2022-11-27
5d03dc05-afe3-4634-bc9c-7fb52da9a38d,1574,2022-11-19
498ec3ab-242d-40b7-ad45-e0d92e6af4cc,1337,2022-10-29
fe34589b-603d-4235-a5c8-cd6a6aa9a860,393,2022-11-18
366cafa9-235c-49d5-a6f7-1acb7d2482f3,497,2022-10-23
c5a096d0-3f1c-447f-8f9e-ccf090f58b7b,389,2022-11-21
ad07ba66-4410-47a9-85a1-f90ad55096cd,237,2022-11-20
eaadd76d-e408-4773-bc08-1e6e6cb78eff,1809,2022-11-03
1d5370c4-fc88-4757-813c-d0e66e5e8d24,1444,2022-11-10
d07ab9bd-6504-4f34-8daf-f3f7483f43a0,760,2022-11-18
87ea652a-f6dd-43f4-a685-35dc3c476dad,939,2022-11-25
73c882ba-6a5f-4023-a2c1-1bfdded5cd16,922,2022-11-28
fef98282-89c4-46ff-93e8-abac6115e4df,1165,2022-11-27
dea28e52-ef7b-46c0-9796-ea1884253587,1743,2022-11-28
4ede9723-8b10-412f-bfdc-c74db1d89a69,2048,2022-11-24
fed3aa34-b7c6-44fd-bda7-c36edb5ac203,428,2022-11-20
8a390f0a-3aaf-4fb3-a3e2-3f31d0b3028e,576,2022-11-10
c8e5df39-9d77-456a-a7cf-633e7879194f,256,2022-11-17
1ededea8-af9d-42ba-a1eb-9854bc2b706a,731,2022-11-07
03f1f0d2-3145-4310-85ab-50de4b679dd2,1078,2022-11-20
f38cdaff-9907-4a29-97fa-1220edcfa0e7,1466,2022-11-11
5fa7281b-8d67-4495-bf47-b688bfc51d64,1974,2022-10-25
1fa23ba2-809f-4834-a021-01ccd2031e53,704,2022-11-05
fda7668a-d844-455c-bbfb-ca4511e93240,1467,2022-11-15
c3507432-4dae-4fc6-b4e0-093a42df6cb6,1836,2022-11-20
bc6d5fec-7ad5-469a-bd87-e1e37050a784,439,2022-10-26
4912c969-5f79-48d0-ba10-1b9c19de97e8,2305,2022-10-25
55a2604a-4dc7-4b06-a06a-c4ee0e7ddb06,1483,2022-11-23
1030feae-e074-42d2-a65e-e99f18e8aafa,1580,2022-11-23
bf4171ee-fa02-4796-8164-8e4d1367f30f,530,2022-11-22
822ed301-699c-424b-bb25-8e261b0ebf5f,2453,2022-11-29
92c9d90c-dc34-43f7-8e2a-397b000438f1,2383,2022-11-19
2b6fa40f-e335-4d35-a444-cb4f15894712,1505,2022-11-24
e736f8e1-b273-42c8-b8ce-a9dcd4d063aa,2288,2022-11-13
82120c0d-8b9e-402e-9262-5998cbbbc7f3,1739,2022-11-25
0bae7663-a2d8-4641-95df-b3350b6131bb,99,2022-11-08
7e6a2e2e-82ca-4935-a1b0-ec7b5a8746ba,1086,2022-11-07
7e0e8c8c-37b0-40b3-bbac-e84262e7d0fa,1950,2022-10-31
7e7e3d52-04ce-4b5d-b3b9-0e9a6d0f4d9c,1542,2022-11-14
07116db6-5522-4869-8652-c0f1b19c239f,716,2022-11-03
e3c647aa-acab-4531-95ed-3a55b2109169,1008,2022-11-12
51e64c32-6c73-433b-9b4b-0f1d846d0b77,1473,2022-12-04
6ebbf637-f4cd-40f7-9160-f9fade622178,695,2022-11-18
264cf768-cfb8-443d-a065-a63e92e36b43,1651,2022-10-31
55b06f0f-b077-4234-abfb-0378a5a7cb4c,862,2022-11-02
520a487f-b9c5-4ed1-8401-c44157b6b44a,2150,2022-11-16
1d763626-ec6f-471c-80b7-596fe2476a4d,473,2022-11-05
e4f76459-2457-4baf-9ae9-d279c749794d,1019,2022-11-14
9f82327a-1186-4803-958d-072d0196649f,2425,2022-11-04
632b295c-38f3-4117-8909-9265972cf61c,1485,2022-10-30
c7a9ca88-75a9-43fa-8c3a-ccf682aa2172,1374,2022-11-22
e3a47f5d-edc9-4843-bb3e-64dcf107851f,813,2022-12-04
f4282bd6-55e7-4b7d-8cf3-fb4158ade1ff,2205,2022-10-27
14a16968-1bc4-408f-924d-3de9fc1ad593,1147,2022-11-25
b7312834-c83d-4742-8ff2-e19125f1306f,589,2022-10-23
b276aba5-1e80-4619-9c13-1c8047fc8966,2491,2022-10-23
1ad31b42-4e15-4377-8473-dbdd2cc8a245,2034,2022-11-18
ee072753-b519-4d2c-93f4-72b48f45c794,53,2022-10-25
2474efd3-769b-4923-bb75-08ca779afd9b,114,2022-11-12
d11d1475-7107-48fb-968d-c263178bfc5d,273,2022-11-06
633f000e-c8f3-4c1b-b23a-086ee7308611,729,2022-11-11
d068eb7c-53b8-4dd4-b89f-0760b5b8a4cc,2479,2022-12-02
6eca1b12-e851-4cd1-b2a1-ee3be44652f0,478,2022-11-02
d05e0d13-7ad2-450b-b55b-05c31b787cbc,2037,2022-10-25
b704aec7-9ec8-4797-bca4-4932d0783198,2468,2022-11-07
1b122bcb-7cde-40a1-94bf-922905341379,1133,2022-11-25
07b84f4c-6869-45f0-b4a0-69e38259bffd,1309,2022-10-25
74055cfc-e9e6-4db3-a92f-dc209bcf1b64,855,2022-11-28
70f655f3-943b-466b-be42-1611c268ae64,714,2022-10-24
9aacc465-7a16-4342-94ce-9b9969531162,471,2022-11-14
0989b0ad-5a05-47cf-bdc6-90267baffac1,2382,2022-11-03
a7207852-83f3-4cec-bb30-d694aecc9c92,1058,2022-11-18
6253dd22-2f35-4580-8a7a-a9fe94df3a83,2015,2022-10-23
96648ebf-09ad-4429-ae87-98142014020b,1367,2022-11-18
26a159f8-7f17-4146-9452-fec90b836b5c,1247,2022-11-21
6acf8f35-bfc1-4697-9a8c-cf647aca51f4,848,2022-10-27
bf630178-825b-458b-a79a-97af60eb66d0,637,2022-11-03
23f0e053-0977-45ec-ad46-a482ebe2380f,1005,2022-12-01
0a01889a-be61-4c61-83b7-e8747cb160ff,1538,2022-11-04
bb281e69-1341-4c52-9cbb-acf825f318b0,1926,2022-11-17
1331f70f-768c-489b-a0b7-e548bbe1a1eb,1243,2022-11-17
dca27fac-2b97-4bce-bc25-a493ae706041,1865,2022-10-31
7cb2d249-c99d-4647-baee-6efe7abbb7fe,568,2022-11-15
24b85aa1-ab66-4001-b330-12e6ef385ee4,1258,2022-11-18
0cb49b98-35f0-4a35-a4f0-813cb02375b1,143,2022-12-04
88175e09-cd9c-4725-8fda-95049bab2305,924,2022-11-09
099e601a-ffda-4ae3-afa1-b12ff05fdaad,1110,2022-11-05
92a1b422-3801-45e6-ae9f-8699cb3fe172,333,2022-11-08
42d51d9c-2ea3-4632-9740-0c4ff1d3f9b7,1687,2022-11-10
96c12ab8-345c-4d68-800e-1ce6b3185146,885,2022-11-30
eac6f682-516c-4ede-97b1-d4a75d9374a4,548,2022-11-08
b898f228-0d04-4739-bee4-83aef06cc31f,465,2022-11-14
a514b795-f527-4ca4-bf1b-0308ea43bb22,861,2022-11-02
f5b8418b-a7a1-4ddd-9dee-3dbd2d53eaf3,864,2022-11-16
dec0a28f-ee30-4662-8cc5-3db043bc3331,1420,2022-10-26
60fbbb29-4a46-4ba8-be74-826a47ee4bd2,139,2022-10-27
52bb8172-bce4-4fda-91d2-21da19d0843f,1948,2022-11-20
6da599b5-918f-4fa3-9f73-fabe4cf1af28,1782,2022-10-21
9c037dc8-7d43-4c00-8cdd-ccdca597ea03,1854,2022-11-26
fd14f38d-ac55-4f4d-bceb-42a53665ee93,530,2022-11-13
d679a5af-8992-447a-b59b-2c248a9db7ef,2455,2022-10-31
7e3bde8d-690a-4feb-b3ae-b96a780bf343,822,2022-11-25
948c7cb1-a2a7-4e39-a452-926b7e99663b,665,2022-11-18
8ad07d98-4502-4594-8384-f670f602b429,1927,2022-11-12
10479ed2-1833-4212-b09f-620d96f8a150,1303,2022-12-04
2ce00c3e-3e17-48a7-a70a-078e6dc70c81,2176,2022-11-14
2c460e4f-0a55-43b3-ad59-fb5450c09d6f,2266,2022-11-03
26bebfba-094f-4c62-8ecc-91f3d3d5df0f,1773,2022-10-27
f355bf7a-455b-411b-8b70-b0ac1fbd8e87,2319,2022-11-03
16f07e38-2cfe-4b76-a2bd-d46e0635f314,730,2022-11-21
e28d3e29-dc3f-4675-9e37-04721b21d4f4,455,2022-10-21
292bd819-25a1-4928-b840-0af9637824ab,2129,2022-11-04
05442a55-ba65-4584-a787-d4ef64f2f775,117,2022-11-28
df1bb8f6-ab01-4768-a416-77e379ff64e3,968,2022-11-28
de68e9cb-ca0a-4a06-b76f-bf98eb2cc766,1247,2022-10-29
8dfebd68-de98-4e70-94ad-1c4f91e16493,2242,2022-11-29
cf53cadd-b778-4666-8f46-2efcda932c76,65,2022-11-26
ed4a9722-3596-47c0-86bb-1e808f082799,2267,2022-11-20
db5dd69b-7e00-4066-a8a7-5e1cbbf40503,633,2022-12-04
6d90b7a9-3cea-4477-a817-47856a29845f,670,2022-10-25
a89d1db9-2ce9-4996-9bd5-d4a499c0c723,1558,2022-11-28
7625b717-d174-43e3-9ada-4e48f97d9976,612,2022-11-02
a55babf8-1871-4392-8b8b-3b9bab6aa603,1230,2022-11-11
3e217c84-fc1d-48ca-9401-2e5e074e0f2b,2483,2022-10-25
867be523-77cd-43ee-b839-fa01013fc3b6,368,2022-10-27
ce444186-3707-4dd8-9c58-3d1b3c3b7fbf,684,2022-11-15
d5d75fa5-1610-4f24-a743-422be8f3a6b3,614,2022-11-20
0d44a34f-f9cf-43f4-ac49-30e7bb5af485,1113,2022-11-25
ab1fef19-eddf-4d28-a12f-9e50b412528f,2479,2022-11-11
dde9bfe2-28b5-4e50-96b7-88c1b139e1ec,771,2022-11-06
1dc47639-4deb-42df-b074-9c2b1a7c08b7,429,2022-12-01
ab149547-0176-4ae1-b9bb-cbc6afab87da,1472,2022-11-21
aa157213-30af-4ddf-a832-02e1d5f5f0df,1838,2022-10-27
6f488c7d-0e5e-4f33-a831-c311091fdb85,837,2022-11-11
8df5b733-c052-4b64-9019-d2bde26ffb18,1052,2022-11-14
0afc84d3-ee36-42da-99b4-c27607706087,342,2022-11-06
ddf0de4d-f147-4195-9849-fdd34c23bec8,2440,2022-11-27
987e4bc3-a9e4-4295-ac03-109cf60b1ee7,1260,2022-11-22
590a2e96-8662-4f99-ad52-ca3c8b330744,1938,2022-10-21
e7c2a1f5-7f12-42db-a031-5896f19d456d,1545,2022-10-27
f93f4dd3-6ece-4f42-b54d-867aa879a52c,2313,2022-11-30
f7c2133a-a908-41e7-a666-4ad911a4e20a,344,2022-10-26
94b4c83a-9040-4a9d-a02f-90af901807f6,1503,2022-11-12
b489076d-1bba-49a4-822f-bd3511c10ed4,80,2022-11-27
175b02fc-0110-4a2a-b8e1-e22862347766,710,2022-10-26
df813e20-9f0b-402f-a503-6e107ca1a307,1406,2022-11-25
c881fb0f-df4b-45d1-9956-7f43e2478843,237,2022-10-26
125be81f-e5ef-4e17-8ac9-1320b5bf97ab,425,2022-11-07
ab75f12f-6825-4406-83b3-67b517e7f18e,2016,2022-11-22
78a43e4e-bffc-48cd-8f89-d1ec709de65b,612,2022-10-22
8c63b8b9-ccab-43fe-9df6-cd1dbc246974,1064,2022-11-19
e9ff698e-ce7e-4f51-afdb-cbb205b76660,358,2022-11-29
bcb75b17-67c1-4ce3-8d4d-6160a6fd6a43,1283,2022-11-18
ddaf5433-b6af-4f1a-9a6f-1e7b7571dca2,234,2022-11-14
01e7b768-9fdb-4de5-bc8e-c03dbc68a0e4,413,2022-10-26
b3c7004d-7d82-4821-8155-9d068d7a9467,1851,2022-11-11
a7fc5b4f-17b9-40e8-98a7-6b5c61bcd1d0,1266,2022-11-11
5f1b3a40-47ab-443b-bff2-4a3be1104934,1432,2022-11-10
ab6889f5-0afe-4258-9247-d740daf37bd0,2410,2022-10-21
e28b52c7-6a55-4ffe-8432-4a0d2fe00b66,1447,2022-11-06
229c6ffa-f774-45b7-8ceb-7038ae03e9f0,582,2022-10-28
3cca96c3-bfe6-4f87-b91e-0bd70b729c38,1588,2022-11-30
7cf0dbf7-8604-406f-97e9-ccc9543ada98,112,2022-11-14
c934bb1b-5e60-41dd-8714-540cfa05617a,443,2022-11-03
48ac5f6e-ddd9-47e7-9734-e510f3cb7713,1842,2022-11-24
c0ce908d-35be-4b09-8140-c04ac820d3b9,429,2022-10-31
983ebd46-a757-4658-ae87-f1548e450ea8,2084,2022-11-20
b24e89c9-3799-4c58-b907-c86873b0ed03,1126,2022-11-15
a2f4459a-c5b7-43af-b232-96b2248c9bba,2135,2022-11-01
0db70e76-08d1-418a-bdfb-00b56505b9ad,900,2022-11-14
6c11e146-21b8-4efe-b277-7c4d6265b179,1707,2022-11-18
2e815825-94ed-4f6b-b6d4-6a4a9569aa07,2205,2022-11-07
7b92f942-a47f-40c4-bef6-51241980f87f,182,2022-11-04
272332d3-5a15-46f6-aa5a-6b10f265d70b,659,2022-11-20
5700b3dc-31f3-4b79-971c-1c74b25239f9,127,2022-11-09
c757906c-f8af-4673-be9a-b4b77438bce5,2315,2022-11-23
65783cfb-d111-4932-8535-c44f306ce7b2,993,2022-11-11
d44b2861-9119-4468-8056-38c5f9d62050,334,2022-11-10
e41c96ed-a125-48b7-9373-7ae57e65886c,1219,2022-10-28
f712e036-5125-4aeb-92a0-2783e8e21e0d,1114,2022-11-10
25327657-6941-467c-9c6a-0e4a5296d405,404,2022-11-05
f6e0ca90-29e2-4043-8545-270ee8af2c2d,2043,2022-11-08
bd309f2e-0530-489a-b74f-29e80cb16500,704,2022-10-30
bfb71a21-84e8-46cd-ad3c-784a28939153,1002,2022-11-24
06178b4f-1d95-4e4e-bdac-757c063370fc,1283,2022-11-05
20994bd9-f5c4-47c2-8635-8a89d6cf3877,376,2022-11-29
149a741d-590f-4bd6-87af-b888fe5cf6ca,2038,2022-11-12
8160d76f-4e7d-4ee4-a227-b4d7f4a4006c,840,2022-11-22
09feaa01-e20c-424d-87e3-7c0b943f8a98,290,2022-11-23
51b19e0c-4477-453b-839e-c4fb1eadf17d,744,2022-11-02
18780241-97b0-42ba-856d-0d12f32e895f,1061,2022-11-09
91b56210-5b50-4bd1-84b9-4e856c38f799,2189,2022-12-02
a0c95594-596e-402f-b3c6-3b353c0324ef,250,2022-11-03
b1c361aa-8bc4-4982-9edf-674db7b96969,1412,2022-10-27
7db69695-4829-4c30-bd94-62cebde4e41b,374,2022-11-28
c4e348ee-8b60-4ca0-85ab-3a007ede5c19,926,2022-11-10
d2d8b3d1-2a07-4caf-b7c2-f359f9af6fea,256,2022-10-26
71c8b355-f631-4897-8718-1c434ed5e990,747,2022-12-04
16b6289a-dd69-47e0-b160-14c1ffb0bd98,2385,2022-11-17
59323978-7796-443e-ae99-7119cfc2da6e,2104,2022-11-26
1d35ae03-a918-4b80-9c5c-eca73824ae11,220,2022-11-11
ba29d002-2323-409d-903f-f45226e9f6e1,2493,2022-11-27
33679e49-2e33-4a81-bdb6-d5f719a5e5a5,1484,2022-10-23
15652ee1-f475-4e0f-9c39-b426644fcb29,2487,2022-12-03
e004409d-bc8e-4bcc-b03b-9623dfbeea69,2293,2022-11-04
f9597cb5-46cf-491e-b530-c5175ed2232e,1935,2022-11-30
daa13572-7687-4ec1-add0-82534f6e286b,1998,2022-11-04
d75b348e-c3c7-4282-a874-7b808c5f208c,2052,2022-10-30
83f844a5-587b-4b2e-9d81-d8362babbac9,772,2022-12-04
4d0af467-829d-4893-88ff-7b39bf19246a,1971,2022-10-22
e0c3406e-8077-48ac-b99c-45cfb5787f32,112,2022-11-30
8b7a38cc-51f5-46b6-a6ec-80c504caed48,128,2022-12-01
322eadbb-0fd8-460b-a07c-1374406d1530,1247,2022-11-02
36e0f0b6-7c35-48b7-afba-ca0641a15354,1522,2022-12-01
0305ebf9-1602-45aa-8847-80020b982b07,457,2022-11-12
36a7aaed-3de7-46cc-bf02-81d588fdc0f8,615,2022-10-27
d3263e71-846e-4979-b1f2-cbb37d2907d7,940,2022-11-26
2ffc4fa2-dd95-4958-8400-9d4c27744932,729,2022-10-23
6dba3429-59e9-462b-bbe6-3c5f652451b4,1867,2022-11-24
a6662f19-a7f2-4789-93d3-580e2c2e9667,2180,2022-10-21
c775ed2f-8001-434a-9c33-8a401dee298b,1704,2022-11-27
83944a32-b3fc-4952-bfbf-feb5758f4515,1678,2022-11-11
bf3141ba-b06b-48d9-98b8-a58edc570991,2016,2022-11-08
c59a1796-7feb-4391-9143-23e1fe1c56dc,296,2022-11-16
ef7bd127-494f-4def-98bd-c40968a1fcfb,431,2022-12-04
fa695594-7711-4734-b286-e881ae6d70a2,2438,2022-10-23
b4aea565-5bcd-490d-b7c2-58907b086c50,2283,2022-11-08
dec73155-039e-43fc-83b5-dfae097b534d,1461,2022-10-31
c66f6e7b-8cd2-4e74-9550-943b3966a4e9,1993,2022-12-01
b908710b-7cdd-48e2-b501-d4b040ebeda0,666,2022-11-27
67b89661-cb76-4d1a-aa15-e05812426014,567,2022-11-24
84f05237-14e5-472b-a128-0a87d294649a,320,2022-11-07
be0d8d88-b8aa-411a-aa29-c4740d023d96,819,2022-11-23
de885d4b-6e5a-4743-9265-ff143e390e40,2436,2022-11-02
55b487a9-021d-4631-bec2-a499a623bc3c,1897,2022-10-24
39f822f8-6f89-45a2-b208-bd01dbd96a3c,564,2022-11-05
0f7133f0-b2cc-4868-8b2d-66a42713b357,1225,2022-11-30
6de0bc61-fc5e-472f-9d5e-949218f333c1,2326,2022-10-31
820036d1-173e-407b-a66f-a20d8ef7ae94,906,2022-11-22
276fa2a1-e99d-4f48-9f4d-4f315388ccc9,637,2022-11-21
11023ae6-495f-49e7-9648-a3bfe0af248a,1404,2022-11-15
90ed7504-fa94-4861-a5ea-dc1dc1a1fd08,1235,2022-12-01
562a971a-161d-4205-b9dc-972447936246,532,2022-12-04
19fa7b1e-87f2-443c-b1be-0dda160b0e7e,1677,2022-11-06
db796ed7-54c8-4d37-b1a4-1c25c5030249,957,2022-11-12
68288a1f-7e66-4fa7-a5ba-98e162b556aa,1156,2022-11-24
33158887-b505-4f1c-8c3b-3b4cd1d6a60a,1597,2022-12-03
1eb36472-b801-4d34-bad5-d529faf293d6,500,2022-10-26
adaa1fee-a058-4d51-bb91-1f293aa9e0aa,331,2022-11-10
f52ff70b-db43-4f5b-88f5-da32a2d81681,900,2022-11-01
1d51096e-daa3-4d66-9b63-9242e38c52e4,1323,2022-11-29
d704a37a-39b3-4682-9ad1-29348337a0af,643,2022-11-30
74cc3aed-8eb6-48cc-87b6-6ee8bae46d47,342,2022-11-05
c9118739-024b-4a1b-91a1-0fbb4d2fcbc9,2228,2022-11-23
2ad8b5bb-6c1e-498f-bfc2-ca8e88c36d8e,2170,2022-10-22
44753274-5393-48c0-a935-fb4ee20d184e,2146,2022-11-09
46ae2cef-7336-4b53-8cbf-3430a7e74bac,2061,2022-12-01
fc037578-8428-4c8c-ab32-8d497c44f22a,1002,2022-11-18
370bed0a-0263-449c-879f-04cc0763166d,569,2022-10-29
9d883cd8-46eb-4111-a412-fb23b41a3d6a,667,2022-11-07
5189ea82-4889-4869-aa2e-9908f290ca5b,272,2022-10-27
d9a4e599-92c8-476c-a001-34804bf98ee7,1519,2022-10-25
d1415567-0cc7-4886-b1f3-73745f5fa37b,71,2022-12-02
5bc611d4-9970-4d73-9a59-99a9cd34d2d2,877,2022-11-07
82c8fa59-57ce-4655-9962-0e7b02e85708,1378,2022-10-30
403b5503-558a-4586-975e-85bcc2665e08,1940,2022-11-05
cb4d0313-9f16-4c20-8e0f-fc8c19d39f00,1764,2022-10-22
02ef2cd0-be2f-45c9-bee2-b1ff0419bffb,102,2022-11-23
5ca10962-71f0-4c0d-9fe9-b1babacabe4e,1040,2022-11-08
d2a50575-25e0-4c9e-8747-5af15bb5a387,1142,2022-11-04
0c06daf9-9abb-4cfa-ac6f-69be716c56e7,1592,2022-11-08
10958fc5-5eef-4be9-8e6e-04ce06937b5a,544,2022-11-11
fe98e3ad-914e-4c35-994e-41db8ee52f75,339,2022-10-26
68e3d412-8e6c-4094-b6b2-02500ac817d4,1470,2022-11-30
6ba51552-b024-4871-8b85-97da05d24042,2368,2022-12-03
5c3d154c-359a-4a3f-a79d-1daf5930d555,685,2022-11-17
cf54fbee-7fd1-41d5-91a6-f65d69ca5d05,328,2022-10-25
2a7c5520-8e06-470e-b378-e9849928ff93,2050,2022-11-24
d7e144ab-8701-4ae9-bc9f-082c944b3e68,515,2022-10-24
9a641329-a3f6-4815-abae-3da71b9329af,1307,2022-11-26
a8e09dec-34f4-4293-b583-1caee50bd46e,2044,2022-11-27
c75b62f0-a8fc-42e8-ac37-1c33ed93d484,2376,2022-11-09
e8354c78-c92e-4292-b79a-0baff3628fc4,1035,2022-11-30
af791176-66d8-47bd-af1b-f89c1d3d27a6,2053,2022-11-02
0ee5afcb-b846-444f-8dfe-20966808a459,289,2022-11-24
f6cffe89-ef65-4118-9b64-1b37d9d09392,1960,2022-12-04
d22b0328-fdf9-4a18-8c29-65f9fd921e97,2043,2022-11-20
047e03b4-f306-4451-93da-54b231c761da,1607,2022-11-21
972e6832-76e5-4e8f-a128-ae6fb96b7f6e,620,2022-11-03
4656070d-23a3-42b6-b60c-c813f8ddf956,845,2022-11-16
dca9aa53-f3ac-44e4-9414-3c45bc6707a6,590,2022-12-02
0a3c723f-24aa-4f48-92ea-b0a71bc81f8b,2392,2022-11-16
947af85c-fb47-490f-8490-1a49dd144222,127,2022-11-25
ef77ae9b-062f-492d-a18f-62f4d3db4cfa,2023,2022-11-24
42d3f29e-3660-4eba-92a6-76ccb3a2d774,302,2022-10-22
033434aa-4302-46ca-89b8-472b08044a39,919,2022-11-13
5215a3df-4301-44ae-86a8-244d925bbe47,2417,2022-11-03
163dd87e-256a-4bb8-a7de-680b0ae48512,1792,2022-12-03
44f5f954-0656-4f05-9856-02ec59c828a9,2086,2022-10-30
ff3ec251-9058-4429-b1f6-28614a37a15d,1921,2022-11-27
c4757d0c-96c9-4ea3-93cb-b350d48c94cf,1696,2022-11-15
8f9bd57b-6790-46f6-9574-94830b95d810,2263,2022-10-21
835f4ac4-a432-4e18-acc9-cddd13837ab6,1929,2022-11-18
73e0581f-7cfa-439d-8b2b-9641600cae29,1384,2022-11-22
0dd01938-0f3e-41b1-ad33-5e16369057f5,1401,2022-11-09
a9b9ce78-69e5-4602-810e-649aacba3919,1694,2022-11-28
99119c93-ab33-4833-83ac-276786054414,179,2022-10-30
ddea104b-f65b-4012-b118-2b32268eadc7,955,2022-11-26
412e7269-4244-4ce4-abe9-1c44ceb8c868,406,2022-11-05
a33280e7-b9f3-4b54-b79a-f3852913ce10,272,2022-11-24
a9658786-ffa1-4b0b-80b6-48cc3a3b0f18,1443,2022-12-01
4faafd55-86c3-4232-a1fb-6094d00a244f,2424,2022-11-30
300da30c-b317-4699-91ca-86bda85a5b95,922,2022-11-17
ad13436d-5a6b-4544-abe1-8823d044ed23,196,2022-11-18
0dd055ce-bfcf-46af-a3d2-04ba4c5c7d69,1727,2022-11-01
8bf2a6d5-24b4-4435-a6d0-e57ffe2f3213,2164,2022-11-03
dce32b57-75f5-4e73-a0c8-7779eeaf6b68,1185,2022-11-26
6c55e2cf-db6a-4a64-ac63-bd51b03fdb5a,1336,2022-12-01
665c9e6f-68c3-47e9-a68d-316819aab8cc,1731,2022-11-22
1f17eb41-85c6-4f6b-9cbf-e8940facde2e,96,2022-11-16
eec1cd79-10b4-42d3-b347-7329c78bbc7a,981,2022-11-17
68b4c503-6343-4c35-8e8d-8b6cc6ecb11d,1532,2022-12-04
7e22f00d-317f-497b-8634-01333276fb8e,1859,2022-10-27
7fb46df8-09eb-4e76-bf2b-bf24de8d2e45,1913,2022-11-01
4a4fae51-8f3a-4ea1-b626-d4bc93fc57d2,1813,2022-10-30
75d6a35b-43aa-44f1-8002-588f42f19aa9,1087,2022-12-01
5d21013d-9926-4966-9dde-43886a0298d5,2357,2022-10-25
fba9351d-0b6b-4ce6-a0db-0e5cbaad61a6,2053,2022-11-20
20858200-ac6b-4e92-828d-600bea0f9e1d,971,2022-11-14
2dae6f47-8aad-49ba-a462-595c1562942d,898,2022-11-07
0af53101-b337-4474-b3ca-ad8455bfe3b7,1280,2022-10-22
a6370c17-c510-46f3-a8d9-986ad571d792,1930,2022-11-14
4e1a2e74-187f-4555-90fb-074474bfd782,2439,2022-11-02
11c49148-debf-4f0f-8e5a-a70252ad1203,1727,2022-10-26
66e66cd0-b51e-43b7-95dd-f92d54121e75,2133,2022-11-24
0e73c348-eeb7-457c-9598-a6716eb41d97,2345,2022-11-30
2a3e47f5-37bc-4d5b-91fd-b32e799bcc12,1743,2022-11-16
8259e858-ffbe-41de-b90d-55c4bc2f6693,1902,2022-10-31
519599d9-64e8-413f-9632-b0e392f46ba5,90,2022-10-21
d79baaae-f930-495b-abde-31cb44236825,1844,2022-11-29
93c98244-b98c-4955-9d9d-66bfb943b467,940,2022-12-04
be0c9ae4-9ac8-4d51-8896-12250cd0fa17,2484,2022-11-11
0c6b6a10-9fd9-4567-a7b6-d6db3adda1bb,1196,2022-11-14
ee05e232-0baa-473d-a82d-73b8625cd926,434,2022-11-13
8dbb93cf-dff0-4269-8d67-67c549c6ab4f,190,2022-10-21
20645b86-bfac-4dfb-a779-b6ba42418f1a,2077,2022-11-25
ac8c20c4-735e-41d7-a3f0-6ee34f502763,1737,2022-11-03
7ccca653-a335-4d42-a635-5c23ceeb808e,1729,2022-11-27
e1336519-aa35-40cf-be59-50894784f442,486,2022-10-21
849ddf6d-2c20-483b-b02a-67aeaa283a5b,684,2022-10-28
c3548bcb-167b-4da2-8b99-4804115dfacb,545,2022-11-11
681f03bc-fefc-402a-b864-ded256917e4b,1235,2022-11-02
